,time,mph,acceleration
183,91.5,46.25,0.09999999999999432
184,92.0,46.3,0.14999999999999858
185,92.5,46.4,0.20000000000000284
186,93.0,46.5,0.30000000000000426
187,93.5,46.7,0.3999999999999986
188,94.0,46.9,0.29999999999999716
189,94.5,47.0,0.20000000000000284
190,95.0,47.1,0.25
191,95.5,47.25,0.29999999999999716
192,96.0,47.4,0.29999999999999716
193,96.5,47.55,0.30000000000000426
194,97.0,47.7,0.30000000000000426
195,97.5,47.85,0.29999999999999716
196,98.0,48.0,0.25
197,98.5,48.1,0.20000000000000284
198,99.0,48.2,0.25
199,99.5,48.35,0.29999999999999716
200,100.0,48.5,0.29999999999999716
201,100.5,48.65,0.29999999999999716
202,101.0,48.8,0.30000000000000426
203,101.5,48.95,0.30000000000000426
204,102.0,49.1,0.20000000000000284
205,102.5,49.150000000000006,0.10000000000000142
206,103.0,49.2,0.0
207,103.5,49.150000000000006,-0.10000000000000142
208,104.0,49.1,-0.05000000000000426
209,104.5,49.1,0.0
210,105.0,49.1,-0.05000000000000426
211,105.5,49.05,-0.10000000000000142
212,106.0,49.0,-0.04999999999999716
213,106.5,49.0,0.0
214,107.0,49.0,0.04999999999999716
215,107.5,49.05,0.10000000000000142
216,108.0,49.1,0.10000000000000853
217,108.5,49.150000000000006,0.10000000000000142
218,109.0,49.2,0.09999999999999432
219,109.5,49.25,0.09999999999999432
220,110.0,49.3,0.09999999999999432
221,110.5,49.349999999999994,0.10000000000000142
222,111.0,49.4,0.10000000000000853
223,111.5,49.45,0.10000000000000142
224,112.0,49.5,0.04999999999999716
225,112.5,49.5,0.0
226,113.0,49.5,0.0
227,113.5,49.5,0.0
228,114.0,49.5,-0.04999999999999716
229,114.5,49.45,-0.10000000000000142
230,115.0,49.4,-0.20000000000000284
231,115.5,49.25,-0.29999999999999716
232,116.0,49.1,-0.25
233,116.5,49.0,-0.20000000000000284
234,117.0,48.9,-0.25
235,117.5,48.75,-0.29999999999999716
236,118.0,48.6,-0.25
237,118.5,48.5,-0.20000000000000284
238,119.0,48.4,-0.25
239,119.5,48.25,-0.29999999999999716
240,120.0,48.1,-0.3499999999999943
241,120.5,47.900000000000006,-0.3999999999999986
242,121.0,47.7,-0.3500000000000085
243,121.5,47.55,-0.30000000000000426
244,122.0,47.4,-0.20000000000000284
245,122.5,47.349999999999994,-0.10000000000000142
246,123.0,47.3,0.05000000000000426
247,123.5,47.4,0.20000000000000284
248,124.0,47.5,0.25
249,124.5,47.65,0.29999999999999716
250,125.0,47.8,0.19999999999999574
251,125.5,47.849999999999994,0.10000000000000142
252,126.0,47.9,0.10000000000000853
253,126.5,47.95,0.10000000000000142
254,127.0,48.0,0.0
255,127.5,47.95,-0.10000000000000142
256,128.0,47.9,-0.05000000000000426
257,128.5,47.9,0.0
258,129.0,47.9,0.0
259,129.5,47.9,0.0
260,130.0,47.9,0.05000000000000426
261,130.5,47.95,0.10000000000000142
262,131.0,48.0,0.04999999999999716
263,131.5,48.0,0.0
264,132.0,48.0,0.0
265,132.5,48.0,0.0
266,133.0,48.0,-0.04999999999999716
267,133.5,47.95,-0.10000000000000142
268,134.0,47.9,-0.3500000000000085
269,134.5,47.599999999999994,-0.6000000000000014
270,135.0,47.3,-0.9499999999999957
271,135.5,46.65,-1.2999999999999972
272,136.0,46.0,-2.0
273,136.5,44.65,-2.700000000000003
274,137.0,43.3,-2.3999999999999986
275,137.5,42.25,-2.0999999999999943
276,138.0,41.2,-1.8999999999999986
277,138.5,40.35,-1.7000000000000028
278,139.0,39.5,-1.0
279,139.5,39.35,-0.29999999999999716
280,140.0,39.2,-0.25
281,140.5,39.1,-0.20000000000000284
282,141.0,39.0,-0.10000000000000142
283,141.5,39.0,0.0
284,142.0,39.0,0.04999999999999716
285,142.5,39.05,0.10000000000000142
286,143.0,39.1,0.25
287,143.5,39.3,0.3999999999999986
288,144.0,39.5,0.5
289,144.5,39.8,0.6000000000000014
290,145.0,40.1,0.75
291,145.5,40.55,0.8999999999999986
292,146.0,41.0,0.9500000000000028
293,146.5,41.5,1.0
294,147.0,42.0,1.0499999999999972
295,147.5,42.55,1.1000000000000014
296,148.0,43.1,0.8500000000000085
297,148.5,43.400000000000006,0.6000000000000014
298,149.0,43.7,0.5
299,149.5,43.900000000000006,0.3999999999999986
300,150.0,44.1,0.29999999999999716
301,150.5,44.2,0.19999999999999574
302,151.0,44.3,0.14999999999999147
303,151.5,44.349999999999994,0.10000000000000142
304,152.0,44.4,0.15000000000000568
305,152.5,44.5,0.20000000000000284
306,153.0,44.6,0.15000000000000568
307,153.5,44.650000000000006,0.10000000000000142
308,154.0,44.7,0.14999999999999147
309,154.5,44.8,0.19999999999999574
310,155.0,44.9,0.25
311,155.5,45.05,0.30000000000000426
312,156.0,45.2,0.4000000000000057
313,156.5,45.45,0.5
314,157.0,45.7,0.3499999999999943
315,157.5,45.8,0.19999999999999574
316,158.0,45.9,0.29999999999999716
317,158.5,46.099999999999994,0.3999999999999986
318,159.0,46.3,0.45000000000000284
319,159.5,46.55,0.5
320,160.0,46.8,0.29999999999999716
321,160.5,46.849999999999994,0.10000000000000142
322,161.0,46.9,0.10000000000000853
323,161.5,46.95,0.10000000000000142
324,162.0,47.0,0.09999999999999432
325,162.5,47.05,0.10000000000000142
326,163.0,47.1,0.30000000000000426
327,163.5,47.35,0.5
328,164.0,47.6,0.3999999999999986
329,164.5,47.75,0.29999999999999716
330,165.0,47.9,0.20000000000000284
331,165.5,47.95,0.10000000000000142
332,166.0,48.0,0.04999999999999716
333,166.5,48.0,0.0
334,167.0,48.0,-0.04999999999999716
335,167.5,47.95,-0.10000000000000142
336,168.0,47.9,-0.10000000000000853
337,168.5,47.849999999999994,-0.10000000000000142
338,169.0,47.8,-0.29999999999999716
339,169.5,47.55,-0.5
340,170.0,47.3,-0.5499999999999972
341,170.5,47.0,-0.5999999999999943
342,171.0,46.7,-0.5499999999999972
343,171.5,46.45,-0.5
344,172.0,46.2,-0.4000000000000057
345,172.5,46.05,-0.30000000000000426
346,173.0,45.9,-0.25
347,173.5,45.8,-0.19999999999999574
348,174.0,45.7,-0.19999999999999574
349,174.5,45.6,-0.20000000000000284
350,175.0,45.5,-0.14999999999999858
351,175.5,45.45,-0.10000000000000142
352,176.0,45.4,-0.10000000000000853
353,176.5,45.349999999999994,-0.10000000000000142
354,177.0,45.3,-0.19999999999999574
355,177.5,45.15,-0.29999999999999716
356,178.0,45.0,-0.6499999999999986
357,178.5,44.5,-1.0
358,179.0,44.0,-0.9500000000000028
359,179.5,43.55,-0.8999999999999986
360,180.0,43.1,-0.8999999999999915
361,180.5,42.650000000000006,-0.8999999999999986
362,181.0,42.2,-0.8000000000000043
363,181.5,41.85,-0.7000000000000028
364,182.0,41.5,-0.3500000000000014
365,182.5,41.5,0.0
366,183.0,41.5,0.29999999999999716
367,183.5,41.8,0.6000000000000014
368,184.0,42.1,0.7000000000000028
369,184.5,42.5,0.7999999999999972
370,185.0,42.9,0.7000000000000028
371,185.5,43.2,0.6000000000000014
372,186.0,43.5,0.5
373,186.5,43.7,0.3999999999999986
374,187.0,43.9,0.04999999999999716
375,187.5,43.75,-0.29999999999999716
376,188.0,43.6,-0.29999999999999716
377,188.5,43.45,-0.30000000000000426
378,189.0,43.3,-0.30000000000000426
379,189.5,43.15,-0.29999999999999716
380,190.0,43.0,-0.10000000000000142
381,190.5,43.05,0.10000000000000142
382,191.0,43.1,0.20000000000000284
383,191.5,43.25,0.29999999999999716
384,192.0,43.4,0.3999999999999986
385,192.5,43.65,0.5
386,193.0,43.9,0.44999999999999574
387,193.5,44.099999999999994,0.3999999999999986
388,194.0,44.3,0.3500000000000085
389,194.5,44.45,0.30000000000000426
390,195.0,44.6,0.29999999999999716
391,195.5,44.75,0.29999999999999716
392,196.0,44.9,0.09999999999999432
393,196.5,44.849999999999994,-0.10000000000000142
394,197.0,44.8,-0.25
395,197.5,44.599999999999994,-0.3999999999999986
396,198.0,44.4,-0.44999999999999574
397,198.5,44.15,-0.5
398,199.0,43.9,-0.5
399,199.5,43.65,-0.5
400,200.0,43.4,-0.3500000000000014
401,200.5,43.3,-0.19999999999999574
402,201.0,43.2,-0.09999999999999432
403,201.5,43.2,0.0
404,202.0,43.2,-0.04999999999999716
405,202.5,43.150000000000006,-0.10000000000000142
406,203.0,43.1,-0.10000000000000853
407,203.5,43.05,-0.10000000000000142
408,204.0,43.0,-0.04999999999999716
409,204.5,43.0,0.0
410,205.0,43.0,0.04999999999999716
411,205.5,43.05,0.10000000000000142
412,206.0,43.1,0.20000000000000284
413,206.5,43.25,0.29999999999999716
414,207.0,43.4,0.3999999999999986
415,207.5,43.65,0.5
416,208.0,43.9,0.30000000000000426
417,208.5,43.95,0.10000000000000142
418,209.0,44.0,-0.20000000000000284
419,209.5,43.75,-0.5
420,210.0,43.5,-0.7000000000000028
421,210.5,43.05,-0.8999999999999986
422,211.0,42.6,-1.0
423,211.5,42.05,-1.1000000000000014
424,212.0,41.5,-0.9499999999999957
425,212.5,41.1,-0.7999999999999972
426,213.0,40.7,-0.75
427,213.5,40.35,-0.7000000000000028
428,214.0,40.0,-0.3500000000000014
429,214.5,40.0,0.0
430,215.0,40.0,0.14999999999999858
431,215.5,40.15,0.29999999999999716
432,216.0,40.3,0.5
433,216.5,40.65,0.7000000000000028
434,217.0,41.0,0.8500000000000014
435,217.5,41.5,1.0
436,218.0,42.0,0.8500000000000014
437,218.5,42.35,0.7000000000000028
438,219.0,42.7,0.5500000000000043
439,219.5,42.900000000000006,0.3999999999999986
440,220.0,43.1,0.25
441,220.5,43.150000000000006,0.10000000000000142
442,221.0,43.2,0.14999999999999147
443,221.5,43.3,0.19999999999999574
444,222.0,43.4,0.3500000000000014
445,222.5,43.65,0.5
446,223.0,43.9,0.44999999999999574
447,223.5,44.099999999999994,0.3999999999999986
448,224.0,44.3,0.4000000000000057
449,224.5,44.5,0.4000000000000057
450,225.0,44.7,0.4000000000000057
451,225.5,44.900000000000006,0.3999999999999986
452,226.0,45.1,0.3499999999999943
453,226.5,45.25,0.29999999999999716
454,227.0,45.4,0.3499999999999943
455,227.5,45.599999999999994,0.3999999999999986
456,228.0,45.8,0.5500000000000043
457,228.5,46.15,0.7000000000000028
458,229.0,46.5,0.5500000000000043
459,229.5,46.7,0.3999999999999986
460,230.0,46.9,0.3499999999999943
461,230.5,47.05,0.30000000000000426
462,231.0,47.2,0.25
463,231.5,47.3,0.19999999999999574
464,232.0,47.4,0.04999999999999716
465,232.5,47.349999999999994,-0.10000000000000142
466,233.0,47.3,-0.04999999999999716
467,233.5,47.3,0.0
468,234.0,47.3,-0.04999999999999716
469,234.5,47.25,-0.09999999999999432
470,235.0,47.2,-0.04999999999999716
471,235.5,47.2,0.0
472,236.0,47.2,0.0
473,236.5,47.2,0.0
474,237.0,47.2,-0.04999999999999716
475,237.5,47.150000000000006,-0.10000000000000142
476,238.0,47.1,-0.10000000000000853
477,238.5,47.05,-0.10000000000000142
478,239.0,47.0,-0.04999999999999716
479,239.5,47.0,0.0
480,240.0,47.0,-0.04999999999999716
481,240.5,46.95,-0.10000000000000142
482,241.0,46.9,-0.10000000000000853
483,241.5,46.849999999999994,-0.10000000000000142
484,242.0,46.8,0.0
485,242.5,46.849999999999994,0.10000000000000142
486,243.0,46.9,0.10000000000000853
487,243.5,46.95,0.10000000000000142
488,244.0,47.0,0.14999999999999858
489,244.5,47.1,0.20000000000000284
490,245.0,47.2,0.25
491,245.5,47.35,0.29999999999999716
492,246.0,47.5,0.3500000000000014
493,246.5,47.7,0.3999999999999986
494,247.0,47.9,0.25
495,247.5,47.95,0.10000000000000142
496,248.0,48.0,0.04999999999999716
497,248.5,48.0,0.0
498,249.0,48.0,0.0
499,249.5,48.0,0.0
500,250.0,48.0,0.0
501,250.5,48.0,0.0
502,251.0,48.0,0.0
503,251.5,48.0,0.0
504,252.0,48.0,0.04999999999999716
505,252.5,48.05,0.10000000000000142
506,253.0,48.1,0.10000000000000853
507,253.5,48.150000000000006,0.10000000000000142
508,254.0,48.2,0.04999999999999716
509,254.5,48.2,0.0
510,255.0,48.2,-0.04999999999999716
511,255.5,48.150000000000006,-0.10000000000000142
512,256.0,48.1,0.19999999999999574
513,256.5,48.35,0.5
514,257.0,48.6,0.3999999999999986
515,257.5,48.75,0.29999999999999716
516,258.0,48.9,0.25
517,258.5,49.0,0.20000000000000284
518,259.0,49.1,0.10000000000000142
519,259.5,49.1,0.0
520,260.0,49.1,0.0
521,260.5,49.1,0.0
522,261.0,49.1,0.0
523,261.5,49.1,0.0
524,262.0,49.1,0.0
525,262.5,49.1,0.0
526,263.0,49.1,-0.05000000000000426
527,263.5,49.05,-0.10000000000000142
528,264.0,49.0,-0.09999999999999432
529,264.5,48.95,-0.10000000000000142
530,265.0,48.9,-0.4000000000000057
531,265.5,48.55,-0.6999999999999957
532,266.0,48.2,-0.5999999999999943
533,266.5,47.95,-0.5
534,267.0,47.7,-0.3500000000000014
535,267.5,47.6,-0.20000000000000284
536,268.0,47.5,-0.25
537,268.5,47.35,-0.29999999999999716
538,269.0,47.2,-0.3999999999999986
539,269.5,46.95,-0.5
540,270.0,46.7,-0.5
541,270.5,46.45,-0.5
542,271.0,46.2,-0.3500000000000014
543,271.5,46.1,-0.20000000000000284
544,272.0,46.0,-0.20000000000000284
545,272.5,45.9,-0.20000000000000284
546,273.0,45.8,-0.19999999999999574
547,273.5,45.7,-0.19999999999999574
548,274.0,45.6,-0.20000000000000284
549,274.5,45.5,-0.20000000000000284
550,275.0,45.4,-0.20000000000000284
551,275.5,45.3,-0.19999999999999574
552,276.0,45.2,-0.19999999999999574
553,276.5,45.1,-0.20000000000000284
554,277.0,45.0,-0.25
555,277.5,44.85,-0.29999999999999716
556,278.0,44.7,-0.25
557,278.5,44.6,-0.20000000000000284
558,279.0,44.5,-0.25
559,279.5,44.35,-0.29999999999999716
560,280.0,44.2,-0.5
561,280.5,43.85,-0.7000000000000028
562,281.0,43.5,-0.7000000000000028
563,281.5,43.15,-0.7000000000000028
564,282.0,42.8,-0.75
565,282.5,42.4,-0.7999999999999972
566,283.0,42.0,-1.3500000000000014
567,283.5,41.05,-1.8999999999999986
568,284.0,40.1,-1.6999999999999957
569,284.5,39.35,-1.5
570,285.0,38.6,-1.3000000000000043
571,285.5,38.05,-1.1000000000000014
572,286.0,37.5,-1.3999999999999986
573,286.5,36.65,-1.7000000000000028
574,287.0,35.8,-1.3999999999999986
575,287.5,35.25,-1.0999999999999943
576,288.0,34.7,-0.8999999999999986
577,288.5,34.35,-0.7000000000000028
578,289.0,34.0,-0.7000000000000028
579,289.5,33.65,-0.7000000000000028
580,290.0,33.3,-0.75
581,290.5,32.9,-0.7999999999999972
582,291.0,32.5,-0.7999999999999972
583,291.5,32.1,-0.8000000000000007
584,292.0,31.7,-0.9500000000000028
585,292.5,31.15,-1.0999999999999979
586,293.0,30.6,-1.0499999999999972
587,293.5,30.1,-1.0
588,294.0,29.6,-0.8999999999999986
589,294.5,29.200000000000003,-0.8000000000000007
590,295.0,28.8,-0.6000000000000014
591,295.5,28.6,-0.40000000000000213
592,296.0,28.4,-0.10000000000000142
593,296.5,28.5,0.20000000000000284
594,297.0,28.6,0.5500000000000007
595,297.5,29.05,0.8999999999999986
596,298.0,29.5,1.3999999999999986
597,298.5,30.45,1.8999999999999986
598,299.0,31.4,1.9499999999999993
599,299.5,32.4,2.0
600,300.0,33.4,2.1000000000000014
601,300.5,34.5,2.200000000000003
602,301.0,35.6,2.049999999999997
603,301.5,36.55,1.8999999999999986
604,302.0,37.5,1.75
605,302.5,38.3,1.6000000000000014
606,303.0,39.1,1.3500000000000085
607,303.5,39.650000000000006,1.1000000000000014
608,304.0,40.2,1.0
609,304.5,40.650000000000006,0.8999999999999986
610,305.0,41.1,0.7999999999999972
611,305.5,41.45,0.6999999999999957
612,306.0,41.8,0.6499999999999915
613,306.5,42.099999999999994,0.6000000000000014
614,307.0,42.4,0.5
615,307.5,42.599999999999994,0.3999999999999986
616,308.0,42.8,0.45000000000000284
617,308.5,43.05,0.5
618,309.0,43.3,0.5
619,309.5,43.55,0.5
620,310.0,43.8,0.5
621,310.5,44.05,0.5
622,311.0,44.3,0.45000000000000284
623,311.5,44.5,0.4000000000000057
624,312.0,44.7,0.3500000000000014
625,312.5,44.85,0.29999999999999716
626,313.0,45.0,0.25
627,313.5,45.1,0.20000000000000284
628,314.0,45.2,0.19999999999999574
629,314.5,45.3,0.19999999999999574
630,315.0,45.4,0.15000000000000568
631,315.5,45.45,0.10000000000000142
632,316.0,45.5,0.19999999999999574
633,316.5,45.65,0.29999999999999716
634,317.0,45.8,0.25
635,317.5,45.9,0.20000000000000284
636,318.0,46.0,0.14999999999999858
637,318.5,46.05,0.10000000000000142
638,319.0,46.1,0.25
639,319.5,46.3,0.3999999999999986
640,320.0,46.5,0.3500000000000014
641,320.5,46.65,0.29999999999999716
642,321.0,46.8,0.30000000000000426
643,321.5,46.95,0.30000000000000426
644,322.0,47.1,0.45000000000000284
645,322.5,47.400000000000006,0.6000000000000014
646,323.0,47.7,0.5999999999999943
647,323.5,48.0,0.5999999999999943
648,324.0,48.3,0.6499999999999986
649,324.5,48.65,0.7000000000000028
650,325.0,49.0,0.7000000000000028
651,325.5,49.35,0.7000000000000028
652,326.0,49.7,0.6499999999999986
653,326.5,50.0,0.5999999999999943
654,327.0,50.3,0.6499999999999986
655,327.5,50.65,0.7000000000000028
656,328.0,51.0,0.7000000000000028
657,328.5,51.35,0.7000000000000028
658,329.0,51.7,0.6999999999999957
659,329.5,52.05,0.6999999999999957
660,330.0,52.4,0.7000000000000028
661,330.5,52.75,0.7000000000000028
662,331.0,53.1,0.7000000000000028
663,331.5,53.45,0.6999999999999957
664,332.0,53.8,0.6999999999999957
665,332.5,54.15,0.7000000000000028
666,333.0,54.5,0.7000000000000028
667,333.5,54.85,0.7000000000000028
668,334.0,55.2,0.6499999999999986
669,334.5,55.5,0.5999999999999943
670,335.0,55.8,0.5999999999999943
671,335.5,56.099999999999994,0.6000000000000014
672,336.0,56.4,0.5500000000000043
673,336.5,56.65,0.5
674,337.0,56.9,0.30000000000000426
675,337.5,56.95,0.10000000000000142
676,338.0,57.0,0.09999999999999432
677,338.5,57.05,0.10000000000000142
678,339.0,57.1,0.15000000000000568
679,339.5,57.2,0.19999999999999574
680,340.0,57.3,0.25
681,340.5,57.45,0.30000000000000426
682,341.0,57.6,0.25
683,341.5,57.7,0.19999999999999574
684,342.0,57.8,0.19999999999999574
685,342.5,57.9,0.20000000000000284
686,343.0,58.0,0.14999999999999858
687,343.5,58.05,0.10000000000000142
688,344.0,58.1,0.20000000000000284
689,344.5,58.25,0.29999999999999716
690,345.0,58.4,0.29999999999999716
691,345.5,58.55,0.30000000000000426
692,346.0,58.7,0.20000000000000284
693,346.5,58.75,0.09999999999999432
694,347.0,58.8,0.09999999999999432
695,347.5,58.849999999999994,0.10000000000000142
696,348.0,58.9,0.10000000000000853
697,348.5,58.95,0.10000000000000142
698,349.0,59.0,0.04999999999999716
699,349.5,59.0,0.0
700,350.0,59.0,-0.04999999999999716
701,350.5,58.95,-0.10000000000000142
702,351.0,58.9,-0.10000000000000853
703,351.5,58.849999999999994,-0.10000000000000142
704,352.0,58.8,-0.14999999999999147
705,352.5,58.7,-0.19999999999999574
706,353.0,58.6,-0.20000000000000284
707,353.5,58.5,-0.20000000000000284
708,354.0,58.4,-0.20000000000000284
709,354.5,58.3,-0.19999999999999574
710,355.0,58.2,-0.14999999999999147
711,355.5,58.150000000000006,-0.10000000000000142
712,356.0,58.1,-0.10000000000000853
713,356.5,58.05,-0.10000000000000142
714,357.0,58.0,-0.09999999999999432
715,357.5,57.95,-0.10000000000000142
716,358.0,57.9,-0.20000000000000284
717,358.5,57.75,-0.29999999999999716
718,359.0,57.6,-0.25
719,359.5,57.5,-0.20000000000000284
720,360.0,57.4,-0.20000000000000284
721,360.5,57.3,-0.19999999999999574
722,361.0,57.2,-0.14999999999999147
723,361.5,57.150000000000006,-0.10000000000000142
724,362.0,57.1,-0.10000000000000853
725,362.5,57.05,-0.10000000000000142
726,363.0,57.0,-0.04999999999999716
727,363.5,57.0,0.0
728,364.0,57.0,-0.04999999999999716
729,364.5,56.95,-0.10000000000000142
730,365.0,56.9,-0.05000000000000426
731,365.5,56.9,0.0
732,366.0,56.9,0.0
733,366.5,56.9,0.0
734,367.0,56.9,0.05000000000000426
735,367.5,56.95,0.10000000000000142
736,368.0,57.0,0.04999999999999716
737,368.5,57.0,0.0
738,369.0,57.0,0.0
739,369.5,57.0,0.0
740,370.0,57.0,0.0
741,370.5,57.0,0.0
742,371.0,57.0,0.0
743,371.5,57.0,0.0
744,372.0,57.0,0.0
745,372.5,57.0,0.0
746,373.0,57.0,0.0
747,373.5,57.0,0.0
748,374.0,57.0,0.0
749,374.5,57.0,0.0
750,375.0,57.0,0.0
751,375.5,57.0,0.0
752,376.0,57.0,-0.04999999999999716
753,376.5,56.95,-0.10000000000000142
754,377.0,56.9,-0.10000000000000853
755,377.5,56.849999999999994,-0.10000000000000142
756,378.0,56.8,-0.19999999999999574
